cpu,vendor,is_x3d,avg_fps,low_1pct,p02_low,source,review_date,scene,site,url
Ryzen 7 9800X3D,AMD,1,93.6,80,73,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 9 9950X3D,AMD,1,91.5,76,66,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 9 9900X3D,AMD,1,69.6,62,56,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Core i9-14900K,Intel,0,69.3,63,58,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Core i7-14700K,Intel,0,69.3,60,56,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 7 7800X3D,AMD,1,66.7,57,49,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Core i5-14600K,Intel,0,66.5,60,56,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Core Ultra 9 285K,Intel,0,66.2,58,55,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Core Ultra 7 265K,Intel,0,64.8,57,54,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 9 9950X,AMD,0,64.7,55,50,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Core Ultra 5 235,Intel,0,64.5,54,50,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 9 9900X,AMD,0,63.5,55,51,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 7 9700X,AMD,0,62.0,54,51,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 5 7600X3D,AMD,1,61.8,52,46,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 7 5800X3D,AMD,1,61.0,50,44,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 5 7500X3D,AMD,1,60.9,50,45,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Core Ultra 5 245K,Intel,0,59.0,41,34,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 5 9600X,AMD,0,57.9,51,47,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 7 5700X3D,AMD,1,57.7,44,40,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Core Ultra 5 225F,Intel,0,57.5,40,36,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Core i9-12900K,Intel,0,57.5,53,50,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 5 5600X3D,AMD,1,57.2,47,43,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 9 7950X3D,AMD,1,56.9,51,47,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 7 7700X,AMD,0,54.0,49,47,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 9 7950X,AMD,0,51.9,40,44,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Core i5-14400F,Intel,0,51.9,45,35,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 5 7600X,AMD,0,50.7,44,41,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 7 5800X,AMD,0,49.6,41,35,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 9 5950X,AMD,0,48.9,36,34,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
Ryzen 5 7500F,AMD,0,47.3,33,30,pcgh_amd_ryzen_5_7500x3d_spiele_benchmarks,2025-11-12,Flight Simulator 2024,PCGH,https://www.pcgameshardware.de/Ryzen-5-7500X3D-CPU-281737/Tests/Benchmark-Effizienz-Spiele-Apps-Vergleich-AMD-Intel-1485721/
